0,0
0,0617340597174
0,0113684738366
0,00973146574704
0,00795990700082
0,00739775446059
0,00622771602958
0,00539421797059
0,00449501936003
0,00358962683308
0,00293997446378
0,00244000483589
0,00208218692382
0,00163663906938
0,00133074044712
0,00121780637163
0,00103606216924
0,000860130983889
0,000837617374711
0,000697150907305
0,000552618499546
0,000470880617995
0,00042293519699
0,00033008195143
0,000283996916087
0,000275151141687
0,000225247698696
0,000233825365216
0,000190523433923
0,000133267945651
0,000121353380565
0,000107894576068
0,000149535320941
0,00010588360873
7,91220404315e-05
6,98598400495e-05
6,1539664302e-05
6,52651602609e-05
6,58249757626e-05
5,63639459678e-05
6,45229597501e-05
5,13831680642e-05
5,32967450173e-05
5,92554529792e-05
4,85440680512e-05
3,04227752886e-05
2,56712799731e-05
2,10144714267e-05
1,97586595216e-05
1,88789893441e-05
1,74029883292e-05
1,6264063594e-05
1,45517451076e-05
1,36215755146e-05
1,44025852787e-05
1,31593260325e-05
1,18985527703e-05
1,07186841491e-05
1,00287698456e-05
1,12606897257e-05
9,97472746154e-06
9,64781340377e-06
8,79398529754e-06
9,18815101509e-06
8,40752642812e-06
1,01342765908e-05
9,82339153626e-06
1,02474942282e-05
8,82504600983e-06
9,29682589337e-06
8,71710938621e-06
9,8441534796e-06
8,47678804206e-06
9,25601851639e-06
8,31013707184e-06
9,20111342544e-06
1,18497767787e-05
8,80667317563e-06
9,21336738268e-06
9,68500299318e-06
1,07168537389e-05
1,01540443321e-05
8,79420072577e-06
9,07359337714e-06
8,38837544729e-06
8,33260299141e-06
8,6293051325e-06
1,05253745322e-05
8,23529478366e-06
1,00842088693e-05
8,41909850777e-06
8,31211295346e-06
8,67308177104e-06
9,07716883515e-06
8,99841793019e-06
8,46623150178e-06
8,84628026376e-06
9,08614278787e-06
9,16304493322e-06
9,70474932642e-06
1,0587492109e-05
9,36649047324e-06
8,27288769586e-06
7,51192913689e-06
9,45664411224e-06
7,98820713042e-06
8,73798174376e-06
8,36899974752e-06
9,0848000042e-06
8,11423704167e-06
8,86677060393e-06
8,95257044939e-06
8,59254155262e-06
9,48538469932e-06
9,98755060281e-06
8,06134344068e-06
8,24422987145e-06
1,01302039604e-05
7,97253858504e-06
8,20211873676e-06
8,00859897836e-06
1,06738232937e-05
9,67967946346e-06
9,85186763362e-06
7,17499182517e-06
1,08159919689e-05
1,08560294213e-05
1,05793387744e-05
1,13224178087e-05
1,21170153814e-05
1,05880827434e-05
9,45188792839e-06
8,9626859743e-06
8,36874767158e-06
9,39613998128e-06
1,04307794213e-05
8,5889150396e-06
1,07519536048e-05
9,40123335617e-06
9,18344042862e-06
9,73469694954e-06
9,92726582912e-06
8,88528477e-06
9,51874733979e-06
9,16451926942e-06
9,0270264092e-06
8,73989366633e-06
8,09844598346e-06
8,83535177497e-06
9,95693499252e-06
8,64476617954e-06
7,83613893925e-06
9,48405603059e-06
9,66391642812e-06
8,51595663658e-06
8,02155034086e-06
9,71429919247e-06
1,0376523781e-05
9,76014570213e-06
1,04939547177e-05
9,99596703124e-06
8,07038515329e-06
1,04551588357e-05
1,09783644974e-05
8,64216567073e-06
1,06574657253e-05
8,52959440494e-06
7,85919970344e-06
8,07303122754e-06
8,81066623205e-06
1,00416914687e-05
9,18277199241e-06
8,12907009519e-06
1,00064848579e-05
8,37945049315e-06
9,09441944391e-06
8,94945487417e-06
8,24176186514e-06
7,67718514727e-06
7,31852536539e-06
7,76069695735e-06
9,94330798905e-06
9,40555376202e-06
9,0959429369e-06
9,96649968163e-06
9,20586804375e-06
9,10981868674e-06
8,64000183431e-06
9,73431107586e-06
9,28862376046e-06
9,9169879238e-06
9,7785243107e-06
1,04904733035e-05
9,6839247643e-06
8,25512715654e-06
8,98361337467e-06
1,02435486823e-05
1,03757885474e-05
1,00331254071e-05
0,000128850972393
0,000130406714375
0,000111487109841
9,39647794651e-05
8,02440608717e-05
9,41830234523e-05
5,71899282163e-05
7,20492764905e-05
8,24801394476e-05
5,2335617909e-05
4,44945487335e-05
6,49149067582e-05
7,5773305226e-05
7,72970167065e-05
3,90603207902e-05
4,26151686964e-05
3,14000941788e-05
4,4963074348e-05
6,68633782865e-05
5,70082710301e-05
4,5618592221e-05
6,09501327381e-05
4,45428474486e-05
4,87016935248e-05
7,10275385418e-05
5,87208886486e-05
4,87023011501e-05
4,66877740297e-05
5,64198059139e-05
4,21093930449e-05
2,38214080654e-05
3,2674912372e-05
3,1334773096e-05
1,95309580327e-05
1,99603901315e-05
4,93012397906e-05
5,25977910946e-05
4,85350566399e-05
5,89645299914e-05
6,1413368812e-05
2,92859441243e-05
1,6514478878e-05
3,00537799786e-05
5,46640394333e-05
6,3174809162e-05
4,48272237726e-05
5,20743032357e-05
6,77310351476e-05
4,20916274423e-05
3,4458435942e-05
3,49280638294e-05
2,30384787125e-05
1,44741308061e-05
4,67109629508e-05
6,04801320241e-05
5,89219069517e-05
4,93911826848e-05
5,24088692446e-05
4,2027703237e-05
4,17541552759e-05
6,24504746938e-05
6,70616810863e-05
3,49191779062e-05
1,72782881126e-05
4,14227723633e-05
6,66478203359e-05
6,12880580465e-05
6,15375889432e-05
5,71967857801e-05
4,70521382372e-05
5,2000292462e-05
4,97518228343e-05
5,79761638395e-05
4,11317720135e-05
1,82961503482e-05
4,43603225471e-05
3,96750438577e-05
7,14066724097e-05
4,4425405746e-05
3,17539227028e-05
4,17879458174e-05
3,26668034654e-05
2,28390013817e-05
3,92438627253e-05
6,64041106475e-05
8,2151115096e-05
5,58046409342e-05
5,53587580923e-05
3,97321474529e-05
6,33828882399e-05
5,4046177056e-05
6,10116069236e-05
6,43739508556e-05
5,75994849871e-05
4,60624438348e-05
4,89942079051e-05
4,2427223434e-05
3,40440405425e-05
4,14851939256e-05
4,66232494524e-05
6,70154185263e-05
4,77581837287e-05
4,94524510003e-05
3,6433341643e-05
1,47597560509e-05
5,40555473019e-05
6,85630564596e-05
3,76449136029e-05
3,21617486101e-05
4,89022631776e-05
6,42103529364e-05
5,20835655489e-05
3,04821919838e-05
3,79755229473e-05
5,01942704746e-05
5,56161363999e-05
5,83891360948e-05
3,87109014214e-05
6,50060051231e-05
7,19132143313e-05
5,41353162653e-05
3,18781094944e-05
3,69795249437e-05
5,65034612926e-05
3,24134237198e-05
3,30661951368e-05
4,23560892469e-05
3,44155462727e-05
3,04164821253e-05
4,05357180179e-05
3,2660174394e-05
4,3910938084e-05
5,53965891721e-05
6,44215635496e-05
7,42354461178e-05
4,60038735207e-05
1,76261935224e-05
1,36296754521e-05
4,5814184813e-05
5,52977927147e-05
4,41870144872e-05
6,24685414852e-05
4,23576515399e-05
4,65930494022e-05
6,46938461714e-05
3,70825671315e-05
2,06681914261e-05
3,93613495039e-05
5,88565072593e-05
6,63544167309e-05
6,77916311416e-05
5,8416556357e-05
4,62311058791e-05
3,06183186193e-05
1,88413577258e-05
4,2011162582e-05
3,14355433672e-05
3,82759613784e-05
3,70958935083e-05
3,50265330069e-05
2,46665567809e-05
1,49624189251e-05
1,16741602529e-05
1,06129194983e-05
1,16947493377e-05
1,38320909748e-05
1,50393703278e-05
4,10102749316e-05
6,17286024706e-05
6,86370939927e-05
4,20176747787e-05
2,13440033566e-05
1,82002361517e-05
4,19964784232e-05
3,59887401747e-05
3,94733604728e-05
1,84301778673e-05
1,6829724275e-05
1,56045036498e-05
1,48965899824e-05
4,38682371318e-05
5,79658873625e-05
5,98666951153e-05
3,85477784639e-05
3,11979819092e-05
4,70211221178e-05
7,0720438129e-05
5,78967134882e-05
3,74194900714e-05
2,10008275833e-05
2,19948431717e-05
5,80655638123e-05
6,2665050718e-05
2,79989528503e-05
1,65171297743e-05
4,16147586349e-05
6,16527439471e-05
6,24549669628e-05
6,87399592239e-05
5,81747869506e-05
6,22778524587e-05
4,97336475898e-05
4,82764929222e-05
6,48581642643e-05
3,84830045277e-05
1,71688384347e-05
3,88539077625e-05
5,31709268757e-05
3,32336022161e-05
4,09989347883e-05
6,89417203168e-05
4,71586916624e-05
4,02487527696e-05
4,07158141759e-05
2,35806495732e-05
1,23713267407e-05
1,77533962718e-05
2,1236222842e-05
3,40174108848e-05
4,10489306689e-05
6,78904327444e-05
5,18170025554e-05
1,56341804735e-05
1,38914467191e-05
1,3747499076e-05
1,24852742196e-05
1,33378739179e-05
1,2666066281e-05
1,13845202152e-05
8,77677099117e-06
9,46791903926e-06
9,3459390473e-06
8,70427025947e-06
1,06366149031e-05
1,00938036364e-05
9,95851007269e-06
1,1218902741e-05
8,91998546973e-06
9,09261520546e-06
1,02041252408e-05
1,05736284014e-05
1,03739822611e-05
7,91770239171e-06
1,13746589677e-05
1,05053195391e-05
1,06625977221e-05
1,01183674782e-05
8,94963876609e-06
8,68777428854e-06
8,10935363344e-06
8,07062771689e-06
9,54520878801e-06
9,31172282973e-06
9,96227805515e-06
8,7782319712e-06
8,94488815622e-06
1,26630504616e-05
1,291018531e-05
9,76825476183e-06
1,08268454812e-05
1,07617140427e-05
1,01246886053e-05
1,22828532077e-05
1,24589045991e-05
1,05583655355e-05
9,59893061529e-06
8,91656112493e-06
1,03116024344e-05
9,4115587568e-06
8,51315405591e-06
1,08639341071e-05
9,96140507388e-06
1,04354256206e-05
1,11308527797e-05
1,51238559078e-05
1,29737080664e-05
1,41154128999e-05
1,05075946541e-05
1,07069705028e-05
8,58359457568e-06
1,03060376294e-05
9,75736043641e-06
1,08685859384e-05
1,05546542375e-05
8,77656379559e-06
8,98330732725e-06
7,91440957911e-06
8,22854800484e-06
9,1150360507e-06
1,17257127307e-05
1,0555025555e-05
9,95154996758e-06
1,23572519012e-05
1,2881000503e-05
7,89699639381e-06
9,71695927695e-06
9,06054956638e-06
7,70766319086e-06
1,03887491619e-05
8,82621861968e-06
8,09311654844e-06
